title,Token,stopword,stemmed,label
sambut kedatangan 10 hari pertama zulhijah global qurban gelar liga 10,"['sambut', 'kedatangan', '10', 'hari', 'pertama', 'zulhijah', 'global', 'qurban', 'gelar', 'liga', '10']","['sambut', 'kedatangan', '10', 'zulhijah', 'global', 'qurban', 'gelar', 'liga', '10']",sambut datang 10 zulhijah global qurban gelar liga 10,1
9 kali beruntun kota bandung sabet juara umum mtq jabar,"['9', 'kali', 'beruntun', 'kota', 'bandung', 'sabet', 'juara', 'umum', 'mtq', 'jabar']","['9', 'kali', 'beruntun', 'kota', 'sabet', 'juara', 'mtq', 'jabar']",9 kali untun kota sabet juara mtq jabar,1
sempat terdampak kawasan braga kini bangkit dari covid-19,"['sempat', 'terdampak', 'kawasan', 'braga', 'kini', 'bangkit', 'dari', 'covid', '-', '19']","['terdampak', 'kawasan', 'braga', 'bangkit', 'covid', '-', '19']",dampak kawasan braga bangkit covid - 19,1
pansus 4 dorong raperda kebudayaan lebih berkualitas,"['pansus', '4', 'dorong', 'raperda', 'kebudayaan', 'lebih', 'berkualitas']","['pansus', '4', 'dorong', 'raperda', 'kebudayaan', 'berkualitas']",pansus 4 dorong raperda budaya kualitas,1
ingin bersantai yuk kunjungi tiga taman di pusat kota bandung,"['ingin', 'bersantai', 'yuk', 'kunjungi', 'tiga', 'taman', 'di', 'pusat', 'kota', 'bandung']","['bersantai', 'yuk', 'kunjungi', 'taman', 'pusat', 'kota']",santa yuk kunjung taman pusat kota,0
dprd kota bandung minta disnaker perluas pelatihan calon pekerja,"['dprd', 'kota', 'bandung', 'minta', 'disnaker', 'perluas', 'pelatihan', 'calon', 'pekerja']","['dprd', 'kota', 'disnaker', 'perluas', 'pelatihan', 'calon', 'pekerja']",dprd kota disnaker luas latih calon kerja,1
bagaimana cara mereka mengolah sampah di rw 12 maleer yuk kita intip,"['bagaimana', 'cara', 'mereka', 'mengolah', 'sampah', 'di', 'rw', '12', 'maleer', 'yuk', 'kita', 'intip']","['mengolah', 'sampah', 'rw', '12', 'maleer', 'yuk', 'intip']",olah sampah rw 12 maleer yuk intip,1
guyur kadeudeuh pemkot apresiasi prestasi kontingen mtq kota bandung,"['guyur', 'kadeudeuh', 'pemkot', 'apresiasi', 'prestasi', 'kontingen', 'mtq', 'kota', 'bandung']","['guyur', 'kadeudeuh', 'pemkot', 'apresiasi', 'prestasi', 'kontingen', 'mtq', 'kota']",guyur kadeudeuh pemkot apresiasi prestasi kontingen mtq kota,1
dalam program kang pisman tps-3r dago bengkok kurangi sampah hingga 25 ton,"['dalam', 'program', 'kang', 'pisman', 'tps', '-', '3r', 'dago', 'bengkok', 'kurangi', 'sampah', 'hingga', '25', 'ton']","['program', 'kang', 'pisman', 'tps', '-', '3r', 'dago', 'bengkok', 'kurangi', 'sampah', '25', 'ton']",program kang pisman tps - 3r dago bengkok kurang sampah 25 ton,1
rendiana awangga  fenomena citayam fashion week dorong destinasi wisata kota bandung,"['rendiana', 'awangga', 'fenomena', 'citayam', 'fashion', 'week', 'dorong', 'destinasi', 'wisata', 'kota', 'bandung']","['rendiana', 'awangga', 'fenomena', 'citayam', 'fashion', 'week', 'dorong', 'destinasi', 'wisata', 'kota']",rendiana awangga fenomena citayam fashion week dorong destinasi wisata kota,1
jabatan kabinda jabar diserahterimakan dari brigjen tni dedy agus purwanto kepada brigjen tni ruddy prasemilsa mahks,"['jabatan', 'kabinda', 'jabar', 'diserahterimakan', 'dari', 'brigjen', 'tni', 'dedy', 'agus', 'purwanto', 'kepada', 'brigjen', 'tni', 'ruddy', 'prasemilsa', 'mahks']","['jabatan', 'kabinda', 'jabar', 'diserahterimakan', 'brigjen', 'tni', 'dedy', 'agus', 'purwanto', 'brigjen', 'tni', 'ruddy', 'prasemilsa', 'mahks']",jabat kabinda jabar diserahterimakan brigjen tni dedy agus purwanto brigjen tni ruddy prasemilsa mahks,0
act menyampaikan permohonan maaf atas ketidaknyamanan yang terjadi,"['act', 'menyampaikan', 'permohonan', 'maaf', 'atas', 'ketidaknyamanan', 'yang', 'terjadi']","['act', 'permohonan', 'maaf', 'ketidaknyamanan']",act mohon maaf ketidaknyamanan,1
bakar seragam kader demokrat kota bandung ramai-ramai mundur,"['bakar', 'seragam', 'kader', 'demokrat', 'kota', 'bandung', 'ramai', '-', 'ramai', 'mundur']","['bakar', 'seragam', 'kader', 'demokrat', 'kota', 'ramai', '-', 'ramai', 'mundur']",bakar seragam kader demokrat kota ramai - ramai mundur,2
kuota belum terisi orang tua pilih datang ke sd secara langsung,"['kuota', 'belum', 'terisi', 'orang', 'tua', 'pilih', 'datang', 'ke', 'sd', 'secara', 'langsung']","['kuota', 'terisi', 'orang', 'tua', 'pilih', 'sd', 'langsung']",kuota isi orang tua pilih sd langsung,0
disdagin kota bandung fasilitasi 50 umkm promosi ke toko swalayan,"['disdagin', 'kota', 'bandung', 'fasilitasi', '50', 'umkm', 'promosi', 'ke', 'toko', 'swalayan']","['disdagin', 'kota', 'fasilitasi', '50', 'umkm', 'promosi', 'toko', 'swalayan']",disdagin kota fasilitas 50 umkm promosi toko swalayan,1
ketua dprd kota bandung sampaikan 5 hikmah berkurban,"['ketua', 'dprd', 'kota', 'bandung', 'sampaikan', '5', 'hikmah', 'berkurban']","['ketua', 'dprd', 'kota', '5', 'hikmah', 'berkurban']",ketua dprd kota 5 hikmah kurban,0
pemkot bandung serius garap bpjs ketenagakerjaan pegawai non asn,"['pemkot', 'bandung', 'serius', 'garap', 'bpjs', 'ketenagakerjaan', 'pegawai', 'non', 'asn']","['pemkot', 'serius', 'garap', 'bpjs', 'ketenagakerjaan', 'pegawai', 'non', 'asn']",pemkot serius garap bpjs ketenagakerjaan pegawai non asn,1
tok dprd kota bandung setujui raperda pertanggungjawaban apbd 2021,"['tok', 'dprd', 'kota', 'bandung', 'setujui', 'raperda', 'pertanggungjawaban', 'apbd', '2021']","['tok', 'dprd', 'kota', 'setujui', 'raperda', 'pertanggungjawaban', 'apbd', '2021']",tok dprd kota tuju raperda pertanggungjawaban apbd 2021,1
ikwi selenggarakan kegiatan webinar nasional sehat kelola dana dengan fasilitas pinjol dan uang digital,"['ikwi', 'selenggarakan', 'kegiatan', 'webinar', 'nasional', 'sehat', 'kelola', 'dana', 'dengan', 'fasilitas', 'pinjol', 'dan', 'uang', 'digital']","['ikwi', 'selenggarakan', 'kegiatan', 'webinar', 'nasional', 'sehat', 'kelola', 'dana', 'fasilitas', 'pinjol', 'uang', 'digital']",ikwi selenggara giat webinar nasional sehat kelola dana fasilitas pinjol uang digital,1
pemkot bandung menyebarkan 100 ekor kambing dan 45 ekor sapi kurban,"['pemkot', 'bandung', 'menyebarkan', '100', 'ekor', 'kambing', 'dan', '45', 'ekor', 'sapi', 'kurban']","['pemkot', 'menyebarkan', '100', 'ekor', 'kambing', '45', 'ekor', 'sapi', 'kurban']",pemkot sebar 100 ekor kambing 45 ekor sapi kurban,1
jelang iduladha harga migor curah terpantau normal,"['jelang', 'iduladha', 'harga', 'migor', 'curah', 'terpantau', 'normal']","['jelang', 'iduladha', 'harga', 'migor', 'curah', 'terpantau', 'normal']",jelang iduladha harga migor curah pantau normal,0
diduga tak berizin mgp desak pemkot bandung hentikan pembangunan hotel hemangini,"['diduga', 'tak', 'berizin', 'mgp', 'desak', 'pemkot', 'bandung', 'hentikan', 'pembangunan', 'hotel', 'hemangini']","['diduga', 'berizin', 'mgp', 'desak', 'pemkot', 'hentikan', 'pembangunan', 'hotel', 'hemangini']",duga izin mgp desak pemkot henti bangun hotel hemangini,2
tim penggerak pkk kota bandung bagikan daging kurban untuk anak yatim,"['tim', 'penggerak', 'pkk', 'kota', 'bandung', 'bagikan', 'daging', 'kurban', 'untuk', 'anak', 'yatim']","['tim', 'penggerak', 'pkk', 'kota', 'bagikan', 'daging', 'kurban', 'anak', 'yatim']",tim gerak pkk kota bagi daging kurban anak yatim,1
hut ke-16 ormas bbc mugi sujana sampaikan sejarah berdirinya,"['hut', 'ke', '-', '16', 'ormas', 'bbc', 'mugi', 'sujana', 'sampaikan', 'sejarah', 'berdirinya']","['hut', '-', '16', 'ormas', 'bbc', 'mugi', 'sujana', 'sejarah', 'berdirinya']",hut - 16 ormas bbc mugi sujana sejarah diri,0
anggaran rutilahu kota bandung 2022 capai rp 198 miliar,"['anggaran', 'rutilahu', 'kota', 'bandung', '2022', 'capai', 'rp', '198', 'miliar']","['anggaran', 'rutilahu', 'kota', '2022', 'capai', 'rp', '198', 'miliar']",anggar rutilahu kota 2022 capai rp 198 miliar,0
jalani observasi di rs santosa wali kota bandung nyatakan sehat,"['jalani', 'observasi', 'di', 'rs', 'santosa', 'wali', 'kota', 'bandung', 'nyatakan', 'sehat']","['jalani', 'observasi', 'rs', 'santosa', 'wali', 'kota', 'nyatakan', 'sehat']",jalan observasi rs santosa wali kota nyata sehat,1
edwin senjaya hadiri halalbihalal mui kujangsari,"['edwin', 'senjaya', 'hadiri', 'halalbihalal', 'mui', 'kujangsari']","['edwin', 'senjaya', 'hadiri', 'halalbihalal', 'mui', 'kujangsari']",edwin senjaya hadir halalbihalal mui kujangsari,0
pasar antik cikapundung surganya berburu barang vintage,"['pasar', 'antik', 'cikapundung', 'surganya', 'berburu', 'barang', 'vintage']","['pasar', 'antik', 'cikapundung', 'surganya', 'berburu', 'barang', 'vintage']",pasar antik cikapundung surga buru barang vintage,0
aktivis minta kejari tetapkan tersangka dugaan korupsi pengadaan mobil covid-19 di dinkes kbb,"['aktivis', 'minta', 'kejari', 'tetapkan', 'tersangka', 'dugaan', 'korupsi', 'pengadaan', 'mobil', 'covid', '-', '19', 'di', 'dinkes', 'kbb']","['aktivis', 'kejari', 'tetapkan', 'tersangka', 'dugaan', 'korupsi', 'pengadaan', 'mobil', 'covid', '-', '19', 'dinkes', 'kbb']",aktivis kejar tetap sangka duga korupsi ada mobil covid - 19 dinkes kbb,2
mengenal rumah seni ropih pelopor penjual lukisan di braga,"['mengenal', 'rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'di', 'braga']","['mengenal', 'rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'braga']",kenal rumah seni ropih pelopor jual lukis braga,0
mpls dan ptm di bandung berlangsung 100 persen,"['mpls', 'dan', 'ptm', 'di', 'bandung', 'berlangsung', '100', 'persen']","['mpls', 'ptm', '100', 'persen']",mpls ptm 100 persen,1
lsm ban kejati jabar pastikan pengusutan kasus dugaan korupsi diskominfo masih berproses,"['lsm', 'ban', 'kejati', 'jabar', 'pastikan', 'pengusutan', 'kasus', 'dugaan', 'korupsi', 'diskominfo', 'masih', 'berproses']","['lsm', 'ban', 'kejati', 'jabar', 'pastikan', 'pengusutan', 'dugaan', 'korupsi', 'diskominfo', 'berproses']",lsm ban kejat jabar pasti usut duga korupsi diskominfo proses,0
buntut ketidakpuasan hasil muscab relawan demokrat bandung mundur,"['buntut', 'ketidakpuasan', 'hasil', 'muscab', 'relawan', 'demokrat', 'bandung', 'mundur']","['buntut', 'ketidakpuasan', 'hasil', 'muscab', 'relawan', 'demokrat', 'mundur']",buntut ketidakpuasan hasil muscab rawan demokrat mundur,2
audensi dengan inspektorat jabar agus satria tuntutan kita tetap minta oknum dipecat,"['audensi', 'dengan', 'inspektorat', 'jabar', 'agus', 'satria', 'tuntutan', 'kita', 'tetap', 'minta', 'oknum', 'dipecat']","['audensi', 'inspektorat', 'jabar', 'agus', 'satria', 'tuntutan', 'oknum', 'dipecat']",audensi inspektorat jabar agus satria tuntut oknum pecat,2
kota bandung jajaki sister city dengan dua kota di korsel,"['kota', 'bandung', 'jajaki', 'sister', 'city', 'dengan', 'dua', 'kota', 'di', 'korsel']","['kota', 'jajaki', 'sister', 'city', 'kota', 'korsel']",kota jajak sister city kota korsel,1
geliat transaksi pasar kreatif ketua dprd optimis ekonomi bandung bangkit,"['geliat', 'transaksi', 'pasar', 'kreatif', 'ketua', 'dprd', 'optimis', 'ekonomi', 'bandung', 'bangkit']","['geliat', 'transaksi', 'pasar', 'kreatif', 'ketua', 'dprd', 'optimis', 'ekonomi', 'bangkit']",geliat transaksi pasar kreatif ketua dprd optimis ekonomi bangkit,1
wali kota optimis sepak bola wanita di bandung raih prestasi,"['wali', 'kota', 'optimis', 'sepak', 'bola', 'wanita', 'di', 'bandung', 'raih', 'prestasi']","['wali', 'kota', 'optimis', 'sepak', 'bola', 'wanita', 'raih', 'prestasi']",wali kota optimis sepak bola wanita raih prestasi,1
bandung kekurangan gedung sekolah tahun ini bangun 2 smp baru,"['bandung', 'kekurangan', 'gedung', 'sekolah', 'tahun', 'ini', 'bangun', '2', 'smp', 'baru']","['kekurangan', 'gedung', 'sekolah', 'bangun', '2', 'smp']",kurang gedung sekolah bangun 2 smp,1
dprd apresiasi bbgrm kelurahan babakan ciparay,"['dprd', 'apresiasi', 'bbgrm', 'kelurahan', 'babakan', 'ciparay']","['dprd', 'apresiasi', 'bbgrm', 'kelurahan', 'babakan', 'ciparay']",dprd apresiasi bbgrm lurah babakan ciparay,1
ingin nyaman mengerjakan tugas sekolah yuk kunjungi kineruku hegarmanah,"['ingin', 'nyaman', 'mengerjakan', 'tugas', 'sekolah', 'yuk', 'kunjungi', 'kineruku', 'hegarmanah']","['nyaman', 'tugas', 'sekolah', 'yuk', 'kunjungi', 'kineruku', 'hegarmanah']",nyaman tugas sekolah yuk kunjung ruku hegarmanah,0
miras berbau sara persis bandung polisikan holywings,"['miras', 'berbau', 'sara', 'persis', 'bandung', 'polisikan', 'holywings']","['miras', 'berbau', 'sara', 'persis', 'polisikan', 'holywings']",miras bau sara persis polisi holywings,2
dprd kota bandung dorong pemajuan budaya indonesia melalui kebaya,"['dprd', 'kota', 'bandung', 'dorong', 'pemajuan', 'budaya', 'indonesia', 'melalui', 'kebaya']","['dprd', 'kota', 'dorong', 'pemajuan', 'budaya', 'indonesia', 'kebaya']",dprd kota dorong maju budaya indonesia kebaya,1
rencananya lancaster university dan deakin university bakal dirikan kampus di kota bandung,"['rencananya', 'lancaster', 'university', 'dan', 'deakin', 'university', 'bakal', 'dirikan', 'kampus', 'di', 'kota', 'bandung']","['rencananya', 'lancaster', 'university', 'deakin', 'university', 'dirikan', 'kampus', 'kota']",rencana lancaster university deakin university diri kampus kota,1
bapemperda usulkan perda bantuan hukum,"['bapemperda', 'usulkan', 'perda', 'bantuan', 'hukum']","['bapemperda', 'usulkan', 'perda', 'bantuan', 'hukum']",bapemperda usul perda bantu hukum,0
bank bjb dorong umkm go global via digitalisasi pembiayaan dan pemberdayaan,"['bank', 'bjb', 'dorong', 'umkm', 'go', 'global', 'via', 'digitalisasi', 'pembiayaan', 'dan', 'pemberdayaan']","['bank', 'bjb', 'dorong', 'umkm', 'go', 'global', 'via', 'digitalisasi', 'pembiayaan', 'pemberdayaan']",bank bjb dorong umkm go global via digitalisasi biaya daya,1
penting cegah pmk daging dan jeroan harus dikemas terpisah,"['penting', 'cegah', 'pmk', 'daging', 'dan', 'jeroan', 'harus', 'dikemas', 'terpisah']","['cegah', 'pmk', 'daging', 'jeroan', 'dikemas', 'terpisah']",cegah pmk daging jeroan kemas pisah,1
wakil ketua dprd apresiasi semangat kemandirian karang taruna cijagra,"['wakil', 'ketua', 'dprd', 'apresiasi', 'semangat', 'kemandirian', 'karang', 'taruna', 'cijagra']","['wakil', 'ketua', 'dprd', 'apresiasi', 'semangat', 'kemandirian', 'karang', 'taruna', 'cijagra']",wakil ketua dprd apresiasi semangat mandiri karang taruna cijagra,0
tolak hasil muscab 18 dpac demokrat kota bandung gugat mahkamah partai,"['tolak', 'hasil', 'muscab', '18', 'dpac', 'demokrat', 'kota', 'bandung', 'gugat', 'mahkamah', 'partai']","['tolak', 'hasil', 'muscab', '18', 'dpac', 'demokrat', 'kota', 'gugat', 'mahkamah', 'partai']",tolak hasil muscab 18 dpac demokrat kota gugat mahkamah partai,0
bank bjb dan kimia farma tandatangani mou kerjasama jasa layanan perbankan,"['bank', 'bjb', 'dan', 'kimia', 'farma', 'tandatangani', 'mou', 'kerjasama', 'jasa', 'layanan', 'perbankan']","['bank', 'bjb', 'kimia', 'farma', 'tandatangani', 'mou', 'kerjasama', 'jasa', 'layanan', 'perbankan']",bank bjb kimia farma tandatangani mou kerjasama jasa layan perban,0
rancang 8 program prioritas pemkot bandung kucurkan rp 58 triliun,"['rancang', '8', 'program', 'prioritas', 'pemkot', 'bandung', 'kucurkan', 'rp', '58', 'triliun']","['rancang', '8', 'program', 'prioritas', 'pemkot', 'kucurkan', 'rp', '58', 'triliun']",rancang 8 program prioritas pemkot kucur rp 58 triliun,1
bus sekolah gratis kembali beroperasi ini rutenya,"['bus', 'sekolah', 'gratis', 'kembali', 'beroperasi', 'ini', 'rutenya']","['bus', 'sekolah', 'gratis', 'beroperasi', 'rutenya']",bus sekolah gratis operasi rute,1
geruduk gedung sate massa mgp minta saber pungli dibubarkan,"['geruduk', 'gedung', 'sate', 'massa', 'mgp', 'minta', 'saber', 'pungli', 'dibubarkan']","['geruduk', 'gedung', 'sate', 'massa', 'mgp', 'saber', 'pungli', 'dibubarkan']",geruduk gedung sate massa mgp saber pungli bubar,2
ema pengolahan sampah di kota bandung tunjukkan tren positif,"['ema', 'pengolahan', 'sampah', 'di', 'kota', 'bandung', 'tunjukkan', 'tren', 'positif']","['ema', 'pengolahan', 'sampah', 'kota', 'tunjukkan', 'tren', 'positif']",ema olah sampah kota tunjuk tren positif,1
terindikasi kkn mgp sorot lelang proyek gedung dlh tahap dua,"['terindikasi', 'kkn', 'mgp', 'sorot', 'lelang', 'proyek', 'gedung', 'dlh', 'tahap', 'dua']","['terindikasi', 'kkn', 'mgp', 'sorot', 'lelang', 'proyek', 'gedung', 'dlh', 'tahap']",indikasi kkn mgp sorot lelang proyek gedung dlh tahap,2
geruduk kejati jabar massa mgp minta tiga kasus ini dituntaskan,"['geruduk', 'kejati', 'jabar', 'massa', 'mgp', 'minta', 'tiga', 'kasus', 'ini', 'dituntaskan']","['geruduk', 'kejati', 'jabar', 'massa', 'mgp', 'dituntaskan']",geruduk kejat jabar massa mgp tuntas,2
pemkot bandung minta penyelenggara penggalangan dana akuntabel dan transparan,"['pemkot', 'bandung', 'minta', 'penyelenggara', 'penggalangan', 'dana', 'akuntabel', 'dan', 'transparan']","['pemkot', 'penyelenggara', 'penggalangan', 'dana', 'akuntabel', 'transparan']",pemkot selenggara galang dana akuntabel transparan,0
dprd kota bandung sorot kinerja disbudpar,"['dprd', 'kota', 'bandung', 'sorot', 'kinerja', 'disbudpar']","['dprd', 'kota', 'sorot', 'kinerja', 'disbudpar']",dprd kota sorot kerja disbudpar,0
komisi v apresiasi p2apbd jabar 2021,"['komisi', 'v', 'apresiasi', 'p2apbd', 'jabar', '2021']","['komisi', 'v', 'apresiasi', 'p2apbd', 'jabar', '2021']",komisi v apresiasi p2apbd jabar 2021,1
jaminan kesehatan nasional pemkot bandung kucurkan dana uhc rp 240 per tahun,"['jaminan', 'kesehatan', 'nasional', 'pemkot', 'bandung', 'kucurkan', 'dana', 'uhc', 'rp', '240', 'per', 'tahun']","['jaminan', 'kesehatan', 'nasional', 'pemkot', 'kucurkan', 'dana', 'uhc', 'rp', '240']",jamin sehat nasional pemkot kucur dana uhc rp 240,1
kota bandung dan dua kota di korsel jajaki peluang menjadi sister city,"['kota', 'bandung', 'dan', 'dua', 'kota', 'di', 'korsel', 'jajaki', 'peluang', 'menjadi', 'sister', 'city']","['kota', 'kota', 'korsel', 'jajaki', 'peluang', 'sister', 'city']",kota kota korsel jajak peluang sister city,0
yunimar puspaga kota bandung hadir sebagai wadah para ibu belajar seputar keluarga,"['yunimar', 'puspaga', 'kota', 'bandung', 'hadir', 'sebagai', 'wadah', 'para', 'ibu', 'belajar', 'seputar', 'keluarga']","['yunimar', 'puspaga', 'kota', 'hadir', 'wadah', 'belajar', 'seputar', 'keluarga']",yunimar puspaga kota hadir wadah ajar putar keluarga,1
polisi amankan residivis pelaku pencabulan anak di bawah umur,"['polisi', 'amankan', 'residivis', 'pelaku', 'pencabulan', 'anak', 'di', 'bawah', 'umur']","['polisi', 'amankan', 'residivis', 'pelaku', 'pencabulan', 'anak', 'umur']",polisi aman residivis laku cabul anak umur,1
polisi cek tkp tanggul jebol timpa kolam pemandian milik perhutani di kawasan cipanas galunggung,"['polisi', 'cek', 'tkp', 'tanggul', 'jebol', 'timpa', 'kolam', 'pemandian', 'milik', 'perhutani', 'di', 'kawasan', 'cipanas', 'galunggung']","['polisi', 'cek', 'tkp', 'tanggul', 'jebol', 'timpa', 'kolam', 'pemandian', 'milik', 'perhutani', 'kawasan', 'cipanas', 'galunggung']",polisi cek tkp tanggul jebol timpa kolam mandi milik hutan kawasan cipanas galunggung,0
sungai cimanuk meluap sat brimob polda jabar evakuasi warga terdampak banjir,"['sungai', 'cimanuk', 'meluap', 'sat', 'brimob', 'polda', 'jabar', 'evakuasi', 'warga', 'terdampak', 'banjir']","['sungai', 'cimanuk', 'meluap', 'sat', 'brimob', 'polda', 'jabar', 'evakuasi', 'warga', 'terdampak', 'banjir']",sungai cimanuk luap sat brimob polda jabar evakuasi warga dampak banjir,2
kota bandung top 5 daerah yang aktif publikasikan vaksinasi,"['kota', 'bandung', 'top', '5', 'daerah', 'yang', 'aktif', 'publikasikan', 'vaksinasi']","['kota', 'top', '5', 'daerah', 'aktif', 'publikasikan', 'vaksinasi']",kota top 5 daerah aktif publikasi vaksinasi,1
dprd jabar terima studi komparasi anggota bamus dprd kota cilegon,"['dprd', 'jabar', 'terima', 'studi', 'komparasi', 'anggota', 'bamus', 'dprd', 'kota', 'cilegon']","['dprd', 'jabar', 'terima', 'studi', 'komparasi', 'anggota', 'bamus', 'dprd', 'kota', 'cilegon']",dprd jabar terima studi komparasi anggota bamus dprd kota cilegon,0
peringati harganas tingkat kota bandung pencegahan stunting jadi perhatian,"['peringati', 'harganas', 'tingkat', 'kota', 'bandung', 'pencegahan', 'stunting', 'jadi', 'perhatian']","['peringati', 'harganas', 'tingkat', 'kota', 'pencegahan', 'stunting', 'perhatian']",ingat harganas tingkat kota cegah stunting perhati,1
